object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_mineral_tenure.og_moti_areas_appl_sp,oil-and-gas-commission-ministry-of-transportation-and-infrastructure-applications,https://catalogue.data.gov.bc.ca/dataset/3e6bceae-f504-4c0b-a078-c3a9ca716b64,The area of Crown land disturbance for applications falling within a Ministry of Transportation and Infrastructure (MOTI) road allowance.  The BC Energy Regulator issues cutting permits for any new Crown land disturbance within MOTI unconstructed road allowances.  The Regulator does not issue land tenure over MOTI right of ways.  This dataset contains polygon features for proposed applications collected through the Regulator's Application Management System (AMS). This dataset is updated nightly.,3e6bceae-f504-4c0b-a078-c3a9ca716b64,ac807046-c5c6-458d-8b84-5e5fa105d62c,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_MOTI_AREAS_APPL_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_geo_misfired_charges_sp,ogc-geophysical-misfired-charges,https://catalogue.data.gov.bc.ca/dataset/aa555b97-b0ab-4ab0-a14c-80f99ba27621,"Explosive material set during geophysical exploration that fails, on initiation, to completely detonate or to function in accordance with the manufacturer's specifications.  Information on misfired charges is submitted through the Energy Regulator geophysical web portal by geophysical operators and their representatives.",aa555b97-b0ab-4ab0-a14c-80f99ba27621,72e12a3c-5df2-474a-9781-534f25621167,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_GEO_MISFIRED_CHARGES_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_geophysical_permit_sp,oil-and-gas-commission-geophysical-program-permits,https://catalogue.data.gov.bc.ca/dataset/06f2b704-a9b0-4ac9-84a4-8762621cb54d,"Geophysical exploration is an oil and gas activity under the Energy Resources Activities Act (ERAA) and is specifically defined in the Petroleum and Natural Gas (PNG) Act as investigation of the subsurface by seismic, gravimetric, magnetic, electric and geochemical operations and by any other method approved by the BC Energy Regulator, but does not include the use of geophysical well logs, vertical seismic profile surveys or other surveys obtained from a well.  This dataset contains line features for approved and final plan geophysical activity collected on or after October 30, 2006.This dataset is updated nightly.",06f2b704-a9b0-4ac9-84a4-8762621cb54d,cc396f50-3dc9-43de-8599-6fe2d174c592,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_GEOPHYSICAL_PERMIT_SP/ows?service=WMS&request=GetCapabilities
whse_land_use_planning.rmp_strgc_land_rsrce_plan_spg,strategic-land-and-resource-plans-current,https://catalogue.data.gov.bc.ca/dataset/4b142d4c-83d6-4ecc-b66c-66601ae65992,"Contains the boundaries of current British Columbia Strategic Land and Resource Plans (SLRPs). The plans can be accessed [here](https://www2.gov.bc.ca/gov/content/industry/crown-land-water/land-use-planning/regions).

SLRPs provide direction for Crown land use through the establishment of broad land use goals, planning zone designations, objectives and strategies.  This layer represents an integrated regional consensus-based process, which requires public and First Nations participation to produce a SLRP for review and approval by government.  SLRPs establish direction on land and resource use and specify broad resource management objectives and strategies. Historical plan types include SRMPs, LRMPs, RLUPs and coastal plans. 

Current, non-retired SLRP boundaries are included in this layer, where RETIREMENT_DATE is blank. RETIREMENT_DATE is the field that stores the retirement date. If RETIREMENT_DATE is empty, the feature is the current shape. All SLRP shapes (past/retired and present/current) are in the layer [Strategic Land and Resource Plans - All](https://catalogue.data.gov.bc.ca/dataset/298d1034-c1be-4fd1-ad4b-d00ad5ab4b88).

** Please review the Data Quality section below.** ",4b142d4c-83d6-4ecc-b66c-66601ae65992,7ce70f6c-346e-43b9-ac03-ba27323ec31a,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_USE_PLANNING.RMP_STRGC_LAND_RSRCE_PLAN_SVW/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.mta_site_history_sp,mta-mineral-coal-land-reserve-history-sp,https://catalogue.data.gov.bc.ca/dataset/c2b811c4-dddc-41b4-ac07-5fdc2b555d84,"Historic view of areas within the province of British Columbia where mineral, placer and coal titles were once restricted and placer titles are permitted. This business view contains a detailed set of attributes.",c2b811c4-dddc-41b4-ac07-5fdc2b555d84,dcdffb5b-4128-4716-8245-d3145a25cb57,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_SITE_HISTORY_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.mta_federal_transfer_lands_svw,land-act-transfer-of-administration-control-mto-,https://catalogue.data.gov.bc.ca/dataset/004a0ea7-0fc9-45d7-b0f1-b98676cb1c76,"This featureclass object is only accessible to select BC Government users. For the purposes of the Mineral Titles Online application, this dataset displays the transfers of land (administration/control) from the Provincial Government to the Federal Government.

For the public interest, the administration of an area can be transferred by the Lieutenant Governor in Council to transfer the administration, control and benefit of Crown land to the Federal Government. Proposals for Transfers of Administration/Control are accepted only from the Government of Canada. Legal Reference:Land Act - Ch. 245.
",004a0ea7-0fc9-45d7-b0f1-b98676cb1c76,3207020b-709e-43de-bc75-ede2da942b5e,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_FEDERAL_TRANSFER_LANDS_SVW/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.minfil_reserve,minfile-inventory-database,https://catalogue.data.gov.bc.ca/dataset/925bb403-439c-4a35-8cfc-02ae1a645f6d,"Mineral Inventory describes the extent and volume of the reserve contained within a mineral deposit described by its referenced MINFILE_File record.  MINFILE contains geological, location and economic information on 15,142 metallic, industrial mineral and coal occurrences in British Columbia. The database is used by government, industry and academia for resource management, land-use planning, exploration and research.

The Inventory 'Reserve' category is used only for an inventory in an operating mine or a mine near production. Ore reserves are reported as Proven, Probable and Possible. The Resource category is used for all other inventories. Resources are reported as Measured, Indicated and Inferred. A combination of categories is reported as Combined. If the category is not known then Unclassified is used. Sample data can be entered using the Assay/Analysis category. The reserves/resources are reported in tonnes with the grade of commodities.

In general, the inventory is identified by occurrence, zone name and year. There may be an unlimited number of ore zones per occurrence. In addition, each zone name may have inventory for each category. Each ore zone can have a maximum of two inventory calculations per year, per category (e.g., Calculation A & B). This allows for changes in calculations due to grade-tonnage relationships; calculation A may be high-grade low tonnage while calculation B may reflect a low-grade tonnage. Generally, only data for the most recent year is maintained in the database. Only one calculation may be used per ore zone in the ASSAY/ANALYSIS category. The ASSAY/ANALYSIS data cannot coexist with reserves information for any given ore zone name.",925bb403-439c-4a35-8cfc-02ae1a645f6d,7e64951e-395a-4196-a744-cd58690e8895,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MINFIL_RESERVE/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.mta_acquired_tenure_svw,mta-mineral-placer-and-coal-tenure-spatial-view,https://catalogue.data.gov.bc.ca/dataset/923c5330-c798-4276-82c1-705000c5caac,"This is the spatial view used by Mineral Titles Online (MTO) on the mineral, placer and coal viewers. The spatial view combines the polygon information with attribute information for each title.

Contains sub-surface title data in British Columbia for:

- mineral claims, mining leases
- placer claims, placer leases
- coal license applications, coal licenses, coal leases",923c5330-c798-4276-82c1-705000c5caac,f020cabf-e958-4d83-b202-2dc625272688,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_ACQUIRED_TENURE_SVW/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.aris_mineral_reports,assessment-report-index-system-aris-database,https://catalogue.data.gov.bc.ca/dataset/af68d1d1-b85e-4ea9-b5f3-e09fc83f3f4f,"The British Columbia Geological Survey (BCGS) manages and maintains a library of over 39,600 mineral Assessment Reports. These reports have been filed by the exploration and mining industry since 1947 and describe exploration work costing over 2.8 billion dollars.  The reports contain information on geology, geophysics, geochemistry, drilling, prospecting and physical work.  After a one-year confidentiality period, this information is available for planning mineral exploration investment, research studies, land-use planning and resource management.  The mineral reports are reviewed for compliance with the Mineral Tenure Act Regulations and indexed in the ARIS (Assessment Report Indexing System) database.  ARIS archives previous exploration results so that the exploration community can advance projects without duplicating previous work.  All reports coming off confidential are distributed as .PDF files on the Internet.  Over 620 reports have accompanying digital data which are provided as .ZIP downloads. ARIS can be accessed through ARIS/www, a Web search tool, and the web services of MapPlace.  The ARIS database can also be downloaded from the BCGS website and the BC Data Catalogue.",af68d1d1-b85e-4ea9-b5f3-e09fc83f3f4f,23458a17-3dca-4607-a86a-5c6440c691c0,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.ARIS_MINERAL_REPORTS/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.mta_acquired_tenure_history_sp,mta-mineral-placer-and-coal-tenure-history-sp,https://catalogue.data.gov.bc.ca/dataset/355a32d7-4b26-42bb-aea4-da373619dfe3,"Holds historical data for mineral and placer, claims and leases, as well as, coal license applications, licenses and leases within the Province of British Columbia.  This layer is utilized by Mineral Titles Online title history on the mineral, placer and coal viewers, respectively.",355a32d7-4b26-42bb-aea4-da373619dfe3,09bb563d-1fbd-43ad-bd1c-8dc1945bfb5a,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.MTA_ACQUIRED_TENURE_HISTORY_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_administrative_zones_sp,ogc-oil-and-gas-administrative-zones,https://catalogue.data.gov.bc.ca/dataset/fea44db2-8b2c-40f6-b269-1dfce61bd2bf,The Energy Regulator has broken application and inspection areas into a regional model structure encompassing five areas of the Province.  These geographic zones are used to accommodate application processing for oil and gas activities.,fea44db2-8b2c-40f6-b269-1dfce61bd2bf,47277eea-d988-42e8-97a3-4e700b4a689c,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_ADMINISTRATIVE_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_land_use_planning.rmp_plan_non_legal_poly_svw,non-legal-planning-features-current-polygon,https://catalogue.data.gov.bc.ca/dataset/5d859a89-f173-4006-82f9-16254de2c1fc,"A spatially identified polygon on land and/or water that has been mapped for specific land and/or resource uses as determined through a strategic land and resource planning process. This layer represents non-legalized planning lines only, thus the direction given within the planning designation is policy only and is not legally enforceable.  This layer contains polygon geometries.

Current SLRP non-legal polygon shapes are included in this layer. For all SLRP non-legal polygon shapes (retired and current), please see the layer [Non-Legal Planning Features - All - Polygon](https://catalogue.data.gov.bc.ca/dataset/ad71d3c2-0776-4233-9765-18fbf18580cf).",5d859a89-f173-4006-82f9-16254de2c1fc,43077133-8b0d-4455-88b5-559ed0e9eed3,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_USE_PLANNING.RMP_PLAN_NON_LEGAL_POLY_SVW/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_assoc_ancillary_appl_sp,oil-and-gas-commission-associated-and-ancillary-applications,https://catalogue.data.gov.bc.ca/dataset/ac0b76d2-a851-40c2-a8d1-bdb0dfb34123,"Proposed applications for Canada Energy Regulator (CER) related ancillary features and Energy Resources Activities Act (ERAA) associated oil and gas activities collected through the BC Energy Regulator's Application Management System (AMS).  Associated oil and gas activities are related activities which require the use of Crown land and require an authorization under either the Land Act or the Petroleum and Natural Gas Act. The dataset includes polygon features such as campsites, workspaces, deck sites, staging areas, and other temporary disturbances. This dataset is updated nightly.",ac0b76d2-a851-40c2-a8d1-bdb0dfb34123,00a8cb1f-5d70-4b87-afbe-9e125683ea59,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_ASSOC_ANCILLARY_APPL_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_assoc_ancillary_permit_sp,oil-and-gas-commission-associated-and-ancillary-permits,https://catalogue.data.gov.bc.ca/dataset/7a2bd84f-9a63-4784-87c0-b58a39d99be6,"Spatial data for approved and post construction features for Canada Energy Regulator (CER) related ancillary features and Energy Resources Activities Act (ERAA) associated oil and gas activities collected on or after October 30, 2006.  Associated oil and gas activities are related activities which require the use of Crown land and require an authorization under either the Land Act or the Petroleum and Natural Gas Act. The dataset includes polygon features such as campsites, workspaces, deck sites, staging areas, and other temporary disturbances. This dataset is updated nightly.",7a2bd84f-9a63-4784-87c0-b58a39d99be6,606a57f3-bc90-4cda-92ef-bc3c4f304b47,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_ASSOC_ANCILLARY_PERMIT_SP/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.og_constr_corridor_appl_sp,oil-and-gas-commission-construction-corridors,https://catalogue.data.gov.bc.ca/dataset/75b8d580-6116-428d-9417-2bf535db8a03,"Applications for spatial areas occurring on Crown land in which oil and gas activities will take place.  Construction corridors allow for flexibility in the movement, placement and construction of oil and gas activity. This dataset is updated nightly.",75b8d580-6116-428d-9417-2bf535db8a03,5f38861b-efad-4de4-8fc9-67aa7785b363,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.OG_CONSTR_CORRIDOR_APPL_SP/ows?service=WMS&request=GetCapabilities
